Date,Adj Close,Close,High,Low,Open,Volume
2022-11-28,15.81145096,15.82699966,16.35700035,15.72500038,16.02599907,303741000.0
2024-05-13,90.37762451,90.39900208,90.9980011,88.52899933,90.47799683,289680000.0
2025-02-07,129.8399963,129.8399963,130.3699951,125.0,129.2200012,228186300.0
2023-03-09,23.42294312,23.43600082,24.45400047,23.38299942,24.17499924,501257000.0
2016-10-20,1.665953159,1.693249941,1.698750019,,1.681249976,
2020-12-11,12.98030758,13.01325035,13.02000046,12.82299995,12.96724987,209264000.0
2021-02-11,15.21214294,15.25074959,15.27225018,14.92500019,14.98025036,450828000.0
2024-06-04,,116.4369965,116.5999985,114.0449982,115.7160034,403324000.0
2023-06-12,39.46408463,39.48199844,39.52999878,38.61800003,39.20000076,388701000.0
2020-09-16,12.47913074,12.51449966,13.0927496,12.51375008,12.95724964,556384000.0
2024-02-05,69.31235504,69.33200073,69.49700165,67.20500183,68.22499847,680078000.0
2024-09-12,,119.1399994,120.7900009,115.3799973,116.8399963,367100500.0
2024-09-05,107.1934433,107.2099991,109.6500015,,104.9899979,306850700.0
2023-02-01,20.92777634,20.94300079,21.19199944,19.61100006,19.69099998,660477000.0
2024-06-07,120.8594055,120.8880005,121.6920013,118.0220032,119.7699966,412386000.0
2020-08-25,12.71016502,12.75,12.76124954,12.57374954,12.6307497,289076000.0
2022-11-04,14.1420927,14.15600014,14.22900009,13.69699955,13.98600006,612576000.0
2023-07-10,42.16086197,42.18000031,42.81100082,41.64899826,42.6570015,353908000.0
2018-11-27,,3.843250036,3.925250053,,3.799999952,738060000.0
2019-06-11,3.746540785,3.768749952,3.809000015,3.729000092,3.770999908,383872000.0
2018-08-22,,6.570499897,6.575500011,6.296500206,6.300000191,749856000.0
2019-02-08,3.6744349,3.704250097,3.714999914,3.603250027,,
2021-04-27,15.34810448,15.38175011,15.6704998,,15.57849979,164572000.0
2019-07-10,3.977918863,4.00150013,4.059249878,3.962500095,3.976500034,452076000.0
2023-03-08,24.16752815,24.18099976,24.20000076,23.42399979,23.48699951,
2022-06-02,19.56280136,19.59199905,19.61899948,18.19799995,,648656000.0
2022-07-19,16.97026825,,17.11000061,16.17200089,16.48600006,702366000.0
2024-08-23,129.3500214,129.3699951,129.6000061,125.2200012,125.8600006,323230300.0
2023-06-20,43.7881279,43.80799866,43.99000168,42.67399979,42.9980011,451153000.0
2019-01-08,3.467613459,3.49574995,3.669500113,3.422499895,3.667249918,786016000.0
2018-07-12,6.22056675,6.280749798,6.329249859,6.223999977,6.234000206,345508000.0
2020-01-24,6.235857964,6.262000084,6.487500191,6.207499981,6.4375,
2016-10-13,1.607412815,1.633749962,1.644999981,1.592499971,1.641250014,390116000.0
2024-03-01,82.25567627,82.27899933,82.30000305,79.43499756,80.0,479135000.0
2023-07-03,42.39375687,42.4129982,42.89799881,42.20199966,42.51699829,198209000.0
2023-07-27,45.87917709,45.90000153,47.39500046,45.75,46.51900101,455976000.0
2021-11-29,33.31650162,33.37599945,33.41199875,32.0359993,32.36600113,454964000.0
2023-07-06,42.08390045,42.10300064,42.17900085,41.34600067,41.84400177,303582000.0
2018-01-10,5.531558037,5.592000008,5.595499992,5.400000095,5.454999924,582664000.0
2019-04-29,4.451748848,4.483250141,4.511250019,4.387499809,4.460249901,
2016-11-23,,2.349250078,2.381249905,2.319250107,2.342999935,
2021-06-11,17.79033661,,17.93925095,17.44375038,17.47949982,416308000.0
2021-12-27,30.89361954,30.94499969,31.08699989,29.63999939,29.65999985,403686000.0
2023-10-27,40.48495865,40.5,41.20600128,40.01499939,41.13000107,416784000.0
2024-07-17,117.9717712,117.9899979,121.8499985,116.7200012,121.3499985,390086200.0
2024-02-02,66.14124298,66.16000366,66.59999847,63.68999863,63.97399902,476578000.0
2021-08-18,19.00271225,19.04000092,19.63400078,19.0,19.5,285913000.0
2024-11-29,138.2404785,138.25,139.3500061,,136.7799988,141863200.0
2022-05-17,18.14990997,18.17700005,18.37100029,17.63400078,18.0739994,585830000.0
2020-07-28,10.18358231,,10.38199997,10.20925045,10.37425041,271636000.0
2023-05-22,31.15863419,31.1760006,31.52000046,30.68000031,30.90099907,372000000.0
2022-05-23,16.87281799,16.89800072,16.91500092,16.17900085,16.27400017,639889000.0
2018-08-20,6.136630058,6.196000099,6.329999924,5.967999935,6.079500198,854388000.0
2020-08-06,11.30008411,11.33549976,11.3579998,11.17875004,11.34974957,244316000.0
2024-07-11,,127.4000015,136.1499939,127.0500031,135.75,374782700.0
2021-09-24,22.04163933,,22.14900017,21.86100006,22.06999969,217655000.0
2019-02-01,3.589128017,3.618249893,3.669749975,3.564500093,3.612499952,625048000.0
2019-11-13,5.188654423,5.214250088,5.236499786,5.147500038,5.208749771,300188000.0
2019-11-05,5.214526176,5.240250111,5.288499832,5.191999912,5.262249947,300868000.0
2019-10-10,4.553287506,4.575749874,4.626999855,4.510250092,4.515500069,309124000.0
2019-01-30,3.407104015,3.43475008,3.449249983,,3.366750002,974228000.0
2017-02-27,2.575261831,2.610249996,2.625499964,2.539000034,2.555000067,715400000.0
2024-08-28,125.5906067,125.6100006,128.3300018,122.6399994,128.1199951,448101100.0
2021-02-17,14.8682642,14.90600014,15.22350025,14.77999973,,274756000.0
2016-03-15,0.787048936,0.803499997,0.808499992,0.789250016,0.803250015,226216000.0
2023-04-05,26.86602402,26.88100052,26.99799919,26.39500046,26.82900047,515015000.0
2017-09-19,,4.683750153,4.746250153,4.615499973,4.637750149,874280000.0
2023-10-18,42.18033218,42.19599915,43.21900177,41.82500076,42.5909996,627294000.0
2017-04-21,,2.542000055,2.544749975,2.509000063,2.520999908,
2023-01-25,19.30895805,19.32299995,19.37000084,18.57999992,18.91300011,449537000.0
2020-12-08,13.31620502,13.35000038,13.59875011,13.28149986,13.58500004,271920000.0
2022-03-18,,26.45299911,26.56900024,24.62400055,24.79899979,730719000.0
2021-04-20,15.13806629,15.17125034,15.49699974,14.9630003,15.32324982,334132000.0
2016-03-18,0.82794404,0.84525001,0.856249988,0.824999988,0.830250025,545512000.0
2016-03-31,0.872512579,0.890749991,0.899999976,0.883750021,0.898000002,379884000.0
2023-04-25,26.22637939,26.24099922,27.24699974,26.22500038,27.07799911,
2021-05-17,14.13451672,14.16549969,,13.85350037,14.15699959,216980000.0
2023-08-24,47.14160156,47.1629982,50.26599884,47.1590004,50.2159996,1156044000.0
2020-07-22,,10.43875027,10.60249996,10.29150009,10.36750031,367292000.0
2022-06-09,18.0249157,18.04800034,18.93300056,18.04100037,18.4810009,395574000.0
2024-07-23,,122.5899963,124.6900024,122.0999985,122.7799988,173911000.0
2020-04-17,7.281843662,7.308000088,7.47149992,7.173500061,7.449999809,539120000.0
2019-09-04,4.198288918,4.218999863,4.226500034,4.165249825,4.165249825,
2020-04-17,7.281843662,7.308000088,7.47149992,7.173500061,7.449999809,539120000.0
2022-03-31,27.24533463,27.2859993,28.24799919,27.27000046,27.78199959,523440000.0
2020-12-15,,13.36050034,13.46399975,13.18675041,13.43974972,193016000.0
2016-12-16,2.473480701,2.510250092,2.517499924,2.443249941,2.49574995,1089528000.0
